Справочник БИК;;;;;;;;;;
Актуально на 28.05.2023. Всего записей — 1397.;;;;;;;;;;
Подготовлено сайтом bik10.ru;;;;;;;;;;
Справочник БИК онлайн;;;;;;;;;;
БИК;Регион;Почтовый индекс;Город;Адрес;Наименование;Телефон;Корреспондентский счет;Регистрационный номер;Тип организации;Дата внесения
049805771;98;677000;Якутск;ул Пушкина, 12;"ЯКУТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(4112)402101,402103;30101810600000000771;3349/60;Филиал банка;2003-02-25
048209880;82;367000;Махачкала;ул Агасиева, 2-1;"ФИЛИАЛ КБ ""РБА"" (ООО) В Г.МАХАЧКАЛА";(8722)635555,553000;30101810900000000880;3413/2;Филиал банка;2010-10-13
045004711;50;632383;Куйбышев;"квартал 1, дом 29 ""вставка""";"Куйбышевский филиал АКБ ""Ланта-Банк"" (АО)";;30101810750045004711;1920/2;Филиал банка;2018-09-20
040349548;03;350033;Краснодар;ул Ставропольская, 41;КРАСНОДАРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;(861)2101040,2101045;30101810400000000548;1/5;Филиал банка;2005-12-05
046577971;65;620027;Екатеринбург;ул Н. Никонова, 4;ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;(343)3565997,3700095;30101810300000000971;1/8;Филиал банка;2006-10-16
044030723;40;191186;Санкт-Петербург;наб р.Мойки, 36;"Ф-Л ""СЕВЕРНАЯ СТОЛИЦА"" АО ""РАЙФФАЙЗЕНБАНК""";(812)1186800;30101810100000000723;3292/1;Филиал банка;2001-10-19
044030761;40;195112;Санкт-Петербург;пл Карла Фаберже, 8 лит Б;"СПБ ФИЛИАЛ АКБ ""ЛАНТА-БАНК"" (АО)";(812)3323065,5280105;30101810900000000761;1920/4;Филиал банка;2004-09-23
045402725;54;302028;Орёл;ул Салтыкова-Щедрина, 21;"ОРЛОВСКИЙ ФИЛИАЛ АКБ ""ЛАНТА-БАНК"" (АО)";(4862)764791;30101810600000000725;1920/5;Филиал банка;2005-09-22
042202807;22;603004;Нижний Новгород;пр-т Ленина, 100, к 1;НИЖЕГОРОДСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);(831)4235070;30101810922020000807;2307/3;Филиал банка;2003-10-07
046577403;65;620142;Екатеринбург;ул Большакова, 70;"ЕФ АО ""СМП БАНК""";(343)2867370;30101810865770000403;3368/7;Филиал банка;2008-05-26
048209793;82;367010;Махачкала;пр-т Гамидова, 54 А;"ДАГЕСТАНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(8722)517114;30101810000000000793;3349/4;Филиал банка;2000-10-13
042748878;27;236022;Калининград;ул Гостиная, 3;"КАЛИНИНГРАДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(4012)556201;30101810500000000878;3349/55;Филиал банка;2002-04-26
044206756;42;398046;Липецк;ул Водопьянова, 17 А;"ЛИПЕЦКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(4742)307506;30101810800000000756;3349/24;Филиал банка;2001-01-26
048952750;89;430005;Саранск;ул Советская, 47 А;"МОРДОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(8342)292301,292302;30101810900000000750;3349/20;Филиал банка;2001-02-02
045655718;56;440018;Пенза;ул Бекешская, 39;"ПЕНЗЕНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(8412)421873;30101810600000000718;3349/15;Филиал банка;2000-10-27
046311843;63;410003;Саратов;ул им. Радищева А.Н., 65/2;"САРАТОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(8452)262200,275959;30101810500000000843;3349/52;Филиал банка;2002-03-11
046850713;68;392000;Тамбов;ул Максима Горького, 20;"ТАМБОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(4752)630305,630326;30101810600000000713;3349/2;Филиал банка;2000-10-20
049205706;92;420097;Казань;ул Достоевского, 80;"ТАТАРСТАНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(843)5249805,5249929;30101810400000000706;3349/67;Филиал банка;2006-04-10
046902711;69;634050;Томск;Московский тракт, 8 Б;"ТОМСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(3822)426069,202224;30101810300000000711;3349/64;Филиал банка;2005-06-06
049690719;96;364024;Грозный;пр-т М.А. Эсамбаева, 10/77;"ЧЕЧЕНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(8712)222750;30101810600000000719;3349/34;Филиал банка;2001-08-20
041403740;14;308015;Белгород;ул Пушкина, 49;"БЕЛГОРОДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(4722)235023;30101810200000000740;3349/30;Филиал банка;2001-05-14
041501747;15;241050;Брянск;пр-т Ленина, 23;"БРЯНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(4832)681922,681965;30101810500000000747;3349/69;Филиал банка;2006-10-19
041806701;18;400066;Волгоград;ул Новороссийская, 11;ВОЛГОГРАДСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;(8442)968272,968271;30101810800000000701;1/12;Филиал банка;2009-01-19
045004818;50;630099;Новосибирск;ул Максима Горького, 53;НОВОСИБИРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;(383)2300163;30101810050040000818;1/10;Филиал банка;2007-07-05
042007709;20;394036;Воронеж;ул Комиссаржевской, 13;ВОРОНЕЖСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;(473)2205364,2355929;30101810100000000709;1/6;Филиал банка;2006-01-13
044525227;45;109028;Москва;ул. Солянка, д. 3, стр. 3;"МОСКОВСКИЙ ФКБ ""ЭНЕРГОТРАНСБАНК"" (АО)";(495)6273927;30101810245250000227;1307/4;Филиал банка;1996-03-11
049401710;94;426006;Ижевск;ул Телегина, 30;"УДМУРТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(3412)631136;30101810100000000710;3349/28;Филиал банка;2001-04-13
040349744;03;350049;Краснодар;ул. Олимпийская, 8/ им. Тургенева, 135/1;КРАСНОДАРСКИЙ ФИЛИАЛ ПАО РОСБАНК;(861)2739730,2739731;30101810403490000744;2272/87;Филиал банка;2011-07-29
040702752;07;355003;Ставрополь;ул Ленина, 299;"ФИЛИАЛ ""СТАВРОПОЛЬСКИЙ"" АО ""АЛЬФА-БАНК""";(8652)352149;30101810000000000752;1326/36;Филиал банка;2012-08-22
048073934;80;450008;Уфа;ул Ленина, 70;"БАШКИРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(347)2735432,2735488;30101810200000000934;3349/62;Филиал банка;2004-06-10
044030778;40;191186;Санкт-Петербург;наб кан.Грибоедова, 13;СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО РОСБАНК;(812)5711817,3156942;30101810100000000778;2272/70;Филиал банка;2005-02-21
042202799;22;603134;Нижний Новгород;ул Костина, 20;НИЖЕГОРОДСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;(831)2201800,4216019;30101810500000000799;1/9;Филиал банка;2007-06-09
046015081;60;344002;Ростов-на-Дону;ул Социалистическая, 58/51;РОСТОВСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;(863)2630900,2630906;30101810760150000081;1/2;Филиал банка;2004-11-18
045773873;57;614000;Пермь;ул Монастырская, 41;ПЕРМСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;(342)2330136;30101810400000000873;1/4;Филиал банка;2005-10-24
044030716;40;199034;Санкт-Петербург;8-ая линия ВО, 19 лит А пом. 10-Н;"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ООО КБ ""ГЕФЕСТ""";(812)6436050;30101810900000000716;1046/1;Филиал банка;2009-12-29
040702750;07;355041;Ставрополь;ул Доваторцев, 38 А;СТАВРОПОЛЬСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;(8652)951127,951128;30101810400000000750;1/13;Филиал банка;2009-03-26
047501982;75;454091;Челябинск;ул Карла Маркса, 38;ЧЕЛЯБИНСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;(351)2479170,2479108;30101810200000000982;1/3;Филиал банка;2004-10-18
044030729;40;191024;Санкт-Петербург;ул. 4-я Советская, д. 37а лит А;"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ПАО ""РОСДОРБАНК""";(812)3400011,5771422;30101810900000000729;1573/9;Филиал банка;2010-05-17
047003764;70;300012;Тула;проспект Ленина, д.85;"ТУЛЬСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";(4872)377500;30101810600000000764;328/11;Филиал банка;2010-08-27
040813864;08;680000;Хабаровск;ул Московская, 9;"ХАБАРОВСКИЙ ФИЛИАЛ АКБ ""БЭНК ОФ ЧАЙНА""(АО)";(4212)912301,912303;30101810800000000864;2309/1;Филиал банка;2012-06-18
041806870;18;400074;Волгоград;ул Рабоче-Крестьянская, 22;"ФИЛИАЛ № 9 ПАО КБ ""ЦЕНТР-ИНВЕСТ""";(8442)901090;30101810100000000870;2225/9;Филиал банка;2004-09-02
044030786;40;191123;Санкт-Петербург;ул Фурштатская, 40 лит А;"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ"" АО ""АЛЬФА-БАНК""";(812)3157711;30101810600000000786;1326/2;Филиал банка;1997-09-09
042202717;22;603003;Нижний Новгород;ул Коминтерна, 139;"ФИЛИАЛ №10 ПАО КБ ""ЦЕНТР-ИНВЕСТ""";(831)4391708;30101810122020000717;2225/10;Филиал банка;2017-12-22
045773713;57;614015;Пермь;пр-кт Комсомольский, д. 38;"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В Г.ПЕРМИ";(342)2350450;30101810900000000713;1885/4;Филиал банка;2011-09-06
044030831;40;191187;Санкт-Петербург;Литейный проспект, дом 13, литера А, помещение1-Н;"Ф.АКБ ""ФОРА-БАНК"" (АО) В Г.САНКТ-ПЕТЕРБУРГ";(812)4143175;30101810640300000831;1885/6;Филиал банка;2014-03-20
040507879;05;690001;Владивосток;ул Светланская, 78 Б;ФИЛИАЛ МОРСКОГО БАНКА (АО) В Г. ВЛАДИВОСТОК;(423)2265238;30101810905070000879;77/8;Филиал банка;2007-10-25
044030742;40;190000;Санкт-Петербург;пер Гривцова, 4 лит А;"ФИЛИАЛ АКБ ""СЛАВИЯ"" (АО) В Г.САНКТ-ПЕТЕРБУРГ";(812)4560856,4560855;30101810140300000742;2664/5;Филиал банка;2014-02-11
045773712;57;614007;Пермь;ул Н. Островского, 59/1;"ПЕРМСКИЙ Ф-Л ПАО АКБ ""МЕТАЛЛИНВЕСТБАНК""";(342)2115012;30101810600000000712;2440/6;Филиал банка;2010-06-03
043601845;36;443041;Самара;ул Красноармейская, 75;САМАРСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);(846)2311251,2311259;30101810422023601845;2307/8;Филиал банка;2017-07-24
044030819;40;197374;Санкт-Петербург;ул. Савушкина, д. 126, литера А, помещение 97-Н;"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО ""УРИ БАНК""";(812)3279787;30101810700000000819;3479/1;Филиал банка;2011-08-09
040702773;07;355002;Ставрополь;ул Пушкина, 25 А;"СТАВРОПОЛЬСКИЙ Ф-Л ПАО ""ПРОМСВЯЗЬБАНК""";(8652)231030;30101810500000000773;3251/44;Филиал банка;2008-05-15
042202891;22;603005;Нижний Новгород;ул Ульянова, 7;"ФИЛИАЛ АКБ ""СЛАВИЯ"" (АО) В Г. НИЖНИЙ НОВГОРОД";(831)2020900;30101810000000000891;2664/4;Филиал банка;2011-08-05
044030920;40;191186;Санкт-Петербург;ул Миллионная, 38А лит Б;"СТ-ПЕТЕРБУРГСКИЙ Ф-Л ПАО ""ПРОМСВЯЗЬБАНК""";(812)7185340,7185341;30101810000000000920;3251/6;Филиал банка;2001-02-23
045805755;58;180000;Псков;ул Советская, 31;"ФИЛИАЛ АКБ ""СЛАВИЯ"" (АО) В Г. ПСКОВ";(8112)590000,590031;30101810600000000755;2664/3;Филиал банка;2007-10-22
042809795;28;170006;Тверь;ул Дмитрия Донского, 37;"ТВЕРСКОЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(4822)310720;30101810600000000795;3349/19;Филиал банка;2001-01-19
041117772;11;163000;Архангельск;ул Карла Либкнехта, 34;"АРХАНГЕЛЬСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(8182)653842,651423;30101810000000000772;3349/48;Филиал банка;2001-11-02
045402751;54;302030;Орёл;ул Московская, 31 лит А;"ОРЛОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(4862)541054,735788;30101810700000000751;3349/10;Филиал банка;2000-10-20
043304787;33;610017;Киров;ул Горького, 5;"КИРОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(8332)519803,519827;30101810600000000787;3349/22;Филиал банка;2001-02-02
047308897;73;432017;Ульяновск;ул Минаева, 15, Секция 1;"УЛЬЯНОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(8422)416387;30101810200000000897;3349/65;Филиал банка;2005-07-21
045773897;57;614000;Пермь;ул Ленина, 50;"ПЕРМСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(342)2181462,2590726;30101810800000000897;3349/76;Филиал банка;2008-03-14
049706752;97;428032;Чебоксары;Президентский б-р, 31;"ЧУВАШСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(8352)662464;30101810600000000752;3349/11;Филиал банка;2000-10-27
042007811;20;394016;Воронеж;Московский пр-т, 19 Б;"ВОРОНЕЖСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(473)2697171;30101810700000000811;3349/14;Филиал банка;2000-12-01
041708772;17;600000;Владимир;ул Б. Московская, 1 Б;"ВЛАДИМИРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(4922)421280,324878;30101810600000000772;3349/41;Филиал банка;2001-10-05
047888717;78;150040;Ярославль;ул Победы, 28 А;"ЯРОСЛАВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(4852)321244,301619;30101810900000000717;3349/61;Филиал банка;2003-07-17
044525430;45;123100;Москва;проезд Красногвардейский 1-й, дом 7, строен. 1;"РФ АО ""Россельхозбанк"" - ""ЦРМБ""";(495)6440240,6440225;30101810045250000430;3349/63;Филиал банка;2016-06-14
